:START_ID(Ingredient),:END_ID(Effect),type,evidence_type,graph_score:float,paper_count:int
VACCINIUM MACROCARPON SEED OIL,HYDRATING,improves,cosing_function,0.0,0
VACCINIUM MACROCARPON SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/WASABIA JAPONICA ROOT FERMENT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
LACTOBACILLUS/WASABIA JAPONICA ROOT FERMENT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
BIS-ETHOXYDIGLYCOL SUCCINATE,HYDRATING,improves,cosing_function,0.0,0
BIS-ETHOXYDIGLYCOL SUCCINATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
BIS-ETHOXYDIGLYCOL SUCCINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
"2-OLEAMIDO-1,3-OCTADECANEDIOL",HYDRATING,improves,cosing_function,0.0,0
"2-OLEAMIDO-1,3-OCTADECANEDIOL",BARRIER_REPAIR,improves,cosing_function,0.0,0
MANGANESE SULFATE,HYDRATING,improves,cosing_function,0.0,0
MANGANESE SULFATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYLATED HYDROGENATED VEGETABLE GLYCERIDE,HYDRATING,improves,cosing_function,0.0,0
ACETYLATED HYDROGENATED VEGETABLE GLYCERIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS SPROUT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS SPROUT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PULSATILLA KOREANA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PULSATILLA KOREANA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/ASPERGILLUS/PRUNUS MUME FRUIT FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/ASPERGILLUS/PRUNUS MUME FRUIT FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLIGOPEPTIDE-32,SEBUM_REGULATION,reduces,cosing_function,0.0,0
OLIGOPEPTIDE-32,HYDRATING,improves,cosing_function,0.0,0
OLIGOPEPTIDE-32,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLIGOPEPTIDE-29,ANTIOXIDANT,improves,cosing_function,0.0,0
OLIGOPEPTIDE-29,ANTI_AGING,improves,cosing_function,0.0,0
OLIGOPEPTIDE-29,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLIGOPEPTIDE-29,SOOTHING,improves,cosing_function,0.0,0
CAFFEOYL TRIPEPTIDE-1,ANTIOXIDANT,improves,cosing_function,0.0,0
CAFFEOYL TRIPEPTIDE-1,ANTI_AGING,improves,cosing_function,0.0,0
CAFFEOYL TRIPEPTIDE-1,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAFFEOYL TRIPEPTIDE-1,SOOTHING,improves,cosing_function,0.0,0
QUERCUS MONGOLICA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
QUERCUS MONGOLICA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYGONUM HYDROPIPER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
POLYGONUM HYDROPIPER EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
SOLUBLE PROTEOGLYCAN,HYDRATING,improves,cosing_function,0.0,0
SOLUBLE PROTEOGLYCAN,BARRIER_REPAIR,improves,cosing_function,0.0,0
LEVAN,BARRIER_REPAIR,improves,cosing_function,0.0,0
LEVAN,SOOTHING,improves,cosing_function,0.0,0
CEREBROSIDES,HYDRATING,improves,cosing_function,0.0,0
CEREBROSIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
CEREBROSIDES,SOOTHING,improves,cosing_function,0.0,0
APIUM GRAVEOLENS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
APIUM GRAVEOLENS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIUM AMARA FLOWER OIL,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIUM AMARA FLOWER OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ADENIUM OBESUM LEAF CELL EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ADENIUM OBESUM LEAF CELL EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LYCOPODIUM CLAVATUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LYCOPODIUM CLAVATUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOLEIROLIA SOLEIROLII EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
SOLEIROLIA SOLEIROLII EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
SOLEIROLIA SOLEIROLII EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
SOLEIROLIA SOLEIROLII EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SOLEIROLIA SOLEIROLII EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOLEIROLIA SOLEIROLII EXTRACT,SOOTHING,improves,cosing_function,0.0,0
PALMITOYL DIPEPTIDE-5 DIAMINOBUTYROYL HYDROXYTHREONINE,HYDRATING,improves,cosing_function,0.0,0
PALMITOYL DIPEPTIDE-5 DIAMINOBUTYROYL HYDROXYTHREONINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYL OCTAPEPTIDE-3,HYDRATING,improves,cosing_function,0.0,0
ACETYL OCTAPEPTIDE-3,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ACETYL OCTAPEPTIDE-3,BARRIER_REPAIR,improves,cosing_function,0.0,0
POPULUS TREMULOIDES BARK EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
POPULUS TREMULOIDES BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
POPULUS TREMULOIDES BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PROPYLHEPTYL CAPRYLATE,HYDRATING,improves,cosing_function,0.0,0
PROPYLHEPTYL CAPRYLATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
WITHANIA SOMNIFERA FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
WITHANIA SOMNIFERA FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
TROPOLONE,HYDRATING,improves,cosing_function,0.0,0
TROPOLONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA CENTIFOLIA FLOWER WAX,HYDRATING,improves,cosing_function,0.0,0
ROSA CENTIFOLIA FLOWER WAX,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALANYL GLUTAMINE,HYDRATING,improves,cosing_function,0.0,0
ALANYL GLUTAMINE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ALANYL GLUTAMINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PANTOLACTONE,HYDRATING,improves,cosing_function,0.0,0
PANTOLACTONE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PANTOLACTONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED SCLEROTIUM GUM,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED SCLEROTIUM GUM,MOISTURE_RETENTION,improves,cosing_function,0.0,0
HYDROLYZED SCLEROTIUM GUM,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED SCLEROTIUM GUM,SOOTHING,improves,cosing_function,0.0,0
LACTOBACILLUS/SOYMILK FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/SOYMILK FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/GRAPE FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/GRAPE FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ASPERGILLUS/RICE FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ASPERGILLUS/RICE FERMENT EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ASPERGILLUS/RICE FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SASA QUELPAERTENSIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SASA QUELPAERTENSIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SALICYLOYL PHYTOSPHINGOSINE,HYDRATING,improves,cosing_function,0.0,0
SALICYLOYL PHYTOSPHINGOSINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
NARINGENIN,HYDRATING,improves,cosing_function,0.0,0
NARINGENIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
AESCULUS HIPPOCASTANUM EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
AESCULUS HIPPOCASTANUM EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
AESCULUS HIPPOCASTANUM EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
AESCULUS HIPPOCASTANUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
AESCULUS HIPPOCASTANUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
AESCULUS HIPPOCASTANUM EXTRACT,SOOTHING,improves,cosing_function,0.0,0
CAPRYL/CAPRAMIDOPROPYL BETAINE,HYDRATING,improves,cosing_function,0.0,0
CAPRYL/CAPRAMIDOPROPYL BETAINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM COCOYL APPLE AMINO ACIDS,HYDRATING,improves,cosing_function,0.0,0
SODIUM COCOYL APPLE AMINO ACIDS,BARRIER_REPAIR,improves,cosing_function,0.0,0
RIBOSE,HYDRATING,improves,cosing_function,0.0,0
RIBOSE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
RIBOSE,BARRIER_REPAIR,improves,cosing_function,0.0,0
EMPETRUM NIGRUM FRUIT JUICE,HYDRATING,improves,cosing_function,0.0,0
EMPETRUM NIGRUM FRUIT JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
TETRAHYDROPIPERINE,HYDRATING,improves,cosing_function,0.0,0
TETRAHYDROPIPERINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM DEOXYCHOLATE,HYDRATING,improves,cosing_function,0.0,0
SODIUM DEOXYCHOLATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LIMONIA ACIDISSIMA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LIMONIA ACIDISSIMA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLUTAMYLAMIDOETHYL INDOLE,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLUTAMYLAMIDOETHYL INDOLE,SOOTHING,improves,cosing_function,0.0,0
ABIES SIBIRICA OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CITRUS PARADISI SEED OIL,HYDRATING,improves,cosing_function,0.0,0
CITRUS PARADISI SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS NOBILIS OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
FERULA GALBANIFLUA RESIN OIL,ANTIMICROBIAL,reduces,cosing_function,0.0,0
FERULA GALBANIFLUA RESIN OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
EUCALYPTOL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
MELISSA OFFICINALIS FLOWER/LEAF/STEM WATER,HYDRATING,improves,cosing_function,0.0,0
MELISSA OFFICINALIS FLOWER/LEAF/STEM WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/CALCIUM FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/CALCIUM FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM MANNOSE PHOSPHATE,HYDRATING,improves,cosing_function,0.0,0
SODIUM MANNOSE PHOSPHATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
SODIUM MANNOSE PHOSPHATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
RUBUS CHAMAEMORUS SEED OIL,HYDRATING,improves,cosing_function,0.0,0
RUBUS CHAMAEMORUS SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS TANGERINA PEEL OIL,HYDRATING,improves,cosing_function,0.0,0
CITRUS TANGERINA PEEL OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAMELLIA SINENSIS SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,HYDRATING,improves,cosing_function,0.0,0
CAMELLIA SINENSIS SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAMELLIA SINENSIS SEED OIL AMINOPROPANEDIOL AMIDES/ESTERS,MOISTURE_RETENTION,improves,cosing_function,0.0,0
GLYCERYLAMIDOETHYL METHACRYLATE/STEARYL METHACRYLATE COPOLYMER,HYDRATING,improves,cosing_function,0.0,0
GLYCERYLAMIDOETHYL METHACRYLATE/STEARYL METHACRYLATE COPOLYMER,MOISTURE_RETENTION,improves,cosing_function,0.0,0
BACKHOUSIA CITRIODORA LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
BACKHOUSIA CITRIODORA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BACKHOUSIA CITRIODORA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ANASTATICA HIEROCHUNTICA EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ANASTATICA HIEROCHUNTICA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ANASTATICA HIEROCHUNTICA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
AZULENE,HYDRATING,improves,cosing_function,0.0,0
AZULENE,BARRIER_REPAIR,improves,cosing_function,0.0,0
AZULENE,SOOTHING,reduces,cosing_function,0.0,0
AZULENE,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
GERANIUM ROBERTIANUM EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
COCCINIA INDICA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
COCCINIA INDICA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM LEVULINATE,HYDRATING,improves,cosing_function,0.0,0
SODIUM LEVULINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DECYLENE GLYCOL,HYDRATING,improves,cosing_function,0.0,0
DECYLENE GLYCOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
TOCOTRIENOLS,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED RYE PHYTOPLACENTA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED RYE PHYTOPLACENTA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/SOYBEAN FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/SOYBEAN FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM RIBOFLAVIN PHOSPHATE,HYDRATING,improves,cosing_function,0.0,0
SODIUM RIBOFLAVIN PHOSPHATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALPHA-ARBUTIN,ANTIOXIDANT,improves,cosing_function,0.0,0
ALPHA-ARBUTIN,ANTI_AGING,improves,cosing_function,0.0,0
ALPHA-ARBUTIN,HYDRATING,improves,cosing_function,0.0,0
ALPHA-ARBUTIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED ROYAL JELLY PROTEIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED ROYAL JELLY PROTEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED HYALURONIC ACID,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED HYALURONIC ACID,MOISTURE_RETENTION,improves,cosing_function,0.0,0
HYDROLYZED HYALURONIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
BRASSICA OLERACEA ACEPHALA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BRASSICA OLERACEA ACEPHALA LEAF EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
BRASSICA OLERACEA ACEPHALA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SEA WHIP EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SEA WHIP EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SILYBUM MARIANUM FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SILYBUM MARIANUM FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PALMITOYL TRIPEPTIDE-8,HYDRATING,improves,cosing_function,0.0,0
PALMITOYL TRIPEPTIDE-8,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/LEMON PEEL FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/LEMON PEEL FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
EUGENIA CARYOPHYLLUS FLOWER BUD POWDER,HYDRATING,improves,cosing_function,0.0,0
EUGENIA CARYOPHYLLUS FLOWER BUD POWDER,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACHYRANTHES JAPONICA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ACHYRANTHES JAPONICA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PHOENIX DACTYLIFERA SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PHOENIX DACTYLIFERA SEED EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PHOENIX DACTYLIFERA SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYL TETRAPEPTIDE-3,BARRIER_REPAIR,improves,cosing_function,0.0,0
ACETYL TETRAPEPTIDE-3,SOOTHING,improves,cosing_function,0.0,0
AQUILARIA AGALLOCHA STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
AQUILARIA AGALLOCHA STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYOXAL,ANTIMICROBIAL,reduces,cosing_function,0.0,0
PHYSALIS ALKEKENGI FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PHYSALIS ALKEKENGI FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CEDROL,HYDRATING,improves,cosing_function,0.0,0
CEDROL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHLORELLA FERMENT,HYDRATING,improves,cosing_function,0.0,0
CHLORELLA FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
THYMUS MASTICHINA FLOWER OIL,HYDRATING,improves,cosing_function,0.0,0
THYMUS MASTICHINA FLOWER OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED CASEIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED CASEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAESALPINIA SPINOSA GUM,HYDRATING,improves,cosing_function,0.0,0
CAESALPINIA SPINOSA GUM,BARRIER_REPAIR,improves,cosing_function,0.0,0
PENTAPEPTIDE-3,HYDRATING,improves,cosing_function,0.0,0
PENTAPEPTIDE-3,BARRIER_REPAIR,improves,cosing_function,0.0,0
SUCCINOGLYCAN,HYDRATING,improves,cosing_function,0.0,0
SUCCINOGLYCAN,BARRIER_REPAIR,improves,cosing_function,0.0,0
TRIOLEIN,HYDRATING,improves,cosing_function,0.0,0
TRIOLEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
FRUCTOOLIGOSACCHARIDES,HYDRATING,improves,cosing_function,0.0,0
FRUCTOOLIGOSACCHARIDES,MOISTURE_RETENTION,improves,cosing_function,0.0,0
FRUCTOOLIGOSACCHARIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
DODECYL GALLATE,ANTIOXIDANT,improves,cosing_function,0.0,0
DODECYL GALLATE,ANTI_AGING,improves,cosing_function,0.0,0
MACADAMIA SEED OIL POLYGLYCERYL-6 ESTERS BEHENATE,HYDRATING,improves,cosing_function,0.0,0
MACADAMIA SEED OIL POLYGLYCERYL-6 ESTERS BEHENATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
RUTIN,ANTIOXIDANT,improves,cosing_function,0.0,0
RUTIN,ANTI_AGING,improves,cosing_function,0.0,0
RUTIN,HYDRATING,improves,cosing_function,0.0,0
ASPALATHUS LINEARIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ASPALATHUS LINEARIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ASPALATHUS LINEARIS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ASPALATHUS LINEARIS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSIN HYDROLYZED COLLAGEN,HYDRATING,improves,cosing_function,0.0,0
ROSIN HYDROLYZED COLLAGEN,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA CANINA FRUIT OIL,HYDRATING,improves,cosing_function,0.0,0
ROSA CANINA FRUIT OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ANIBA ROSAEODORA WOOD OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ANIBA ROSAEODORA WOOD OIL,HYDRATING,improves,cosing_function,0.0,0
ANIBA ROSAEODORA WOOD OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
LYCIUM CHINENSE FRUIT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
LYCIUM CHINENSE FRUIT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
ROSMARINUS OFFICINALIS LEAF OIL,HYDRATING,improves,cosing_function,0.0,0
ROSMARINUS OFFICINALIS LEAF OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSMARINIC ACID,ANTIOXIDANT,improves,cosing_function,0.0,0
ROSMARINIC ACID,ANTI_AGING,improves,cosing_function,0.0,0
ROSMARINIC ACID,SOOTHING,reduces,cosing_function,0.0,0
ROSMARINIC ACID,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
ROYAL JELLY EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RETINYL PALMITATE,HYDRATING,improves,cosing_function,0.0,0
RETINYL PALMITATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
RETINOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
LECITHIN,HYDRATING,improves,cosing_function,0.0,0
LECITHIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
RESVERATROL,ANTIOXIDANT,improves,cosing_function,0.0,0
RESVERATROL,ANTI_AGING,improves,cosing_function,0.0,0
RESVERATROL,BARRIER_REPAIR,improves,cosing_function,0.0,0
RESVERATROL,SOOTHING,improves,cosing_function,0.0,0
LEVULINIC ACID,HYDRATING,improves,cosing_function,0.0,0
LEVULINIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
TRICHOSANTHES KIRILOWII ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
TRICHOSANTHES KIRILOWII ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RHAMNOSE,HYDRATING,improves,cosing_function,0.0,0
RHAMNOSE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
LACTIC ACID,HYDRATING,improves,cosing_function,0.0,0
LACTIC ACID,MOISTURE_RETENTION,improves,cosing_function,0.0,0
LACTIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOCOCCUS FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LACTOCOCCUS FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
DRYOPTERIS FILIX-MAS ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
DRYOPTERIS FILIX-MAS ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOCOCCUS FERMENT LYSATE,HYDRATING,improves,cosing_function,0.0,0
LACTOCOCCUS FERMENT LYSATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOCOCCUS FERMENT,HYDRATING,improves,cosing_function,0.0,0
LACTOCOCCUS FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOSE,HYDRATING,improves,cosing_function,0.0,0
LACTOSE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
LACTOSE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/PUMPKIN FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/PUMPKIN FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/SOYBEAN EXTRACT FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/SOYBEAN EXTRACT FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/ERIODICTYON CALIFORNICUM FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/ERIODICTYON CALIFORNICUM FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/ACEROLA CHERRY FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/ACEROLA CHERRY FERMENT,SOOTHING,improves,cosing_function,0.0,0
LACTOBACILLUS/WATER HYACINTH FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/WATER HYACINTH FERMENT,SOOTHING,improves,cosing_function,0.0,0
LACTOBACILLUS/PEAR JUICE FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/PEAR JUICE FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS FERMENT,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/PHASEOLUS RADIATUS SEED FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/PHASEOLUS RADIATUS SEED FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
TERMINALIA CHEBULA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
TERMINALIA CHEBULA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RAFFINOSE,HYDRATING,improves,cosing_function,0.0,0
RAFFINOSE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PASSIFLORA EDULIS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PASSIFLORA EDULIS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SYRINGA VULGARIS MERISTEM CELL CULTURE,ANTIOXIDANT,improves,cosing_function,0.0,0
SYRINGA VULGARIS MERISTEM CELL CULTURE,ANTI_AGING,improves,cosing_function,0.0,0
SYRINGA VULGARIS MERISTEM CELL CULTURE,BARRIER_REPAIR,improves,cosing_function,0.0,0
