ingredient_id:ID(Ingredient),inci_name,kor_name,cosing_functions:string[]
POLYAMINOPROPYL BIGUANIDE,POLYAMINOPROPYL BIGUANIDE,폴리아미노프로필바이구아나이드,PRESERVATIVE
POLYQUATERNIUM-4,POLYQUATERNIUM-4,폴리쿼터늄-4,ANTISTATIC;FILM FORMING
POLYQUATERNIUM-80,POLYQUATERNIUM-80,폴리쿼터늄-80,CLEANSING;SURFACTANT - EMULSIFYING;HAIR CONDITIONING
NEOFINETIA FALCATA CALLUS CULTURE EXTRACT,NEOFINETIA FALCATA CALLUS CULTURE EXTRACT,풍란캘러스배양추출물,SKIN CONDITIONING
PROPYLENE GLYCOL DIBENZOATE,PROPYLENE GLYCOL DIBENZOATE,프로필렌글라이콜다이벤조에이트,SKIN CONDITIONING
PROPYLENE GLYCOL DICAPRYLATE,PROPYLENE GLYCOL DICAPRYLATE,프로필렌글라이콜다이카프릴레이트,SKIN CONDITIONING - EMOLLIENT;VISCOSITY CONTROLLING
FICIN,FICIN,피신,SKIN CONDITIONING
PCA GLYCERYL OLEATE,PCA GLYCERYL OLEATE,피씨에이글리세릴올리에이트,SKIN CONDITIONING - EMOLLIENT
PEG-12 DIMETHICONE,PEG-12 DIMETHICONE,피이지-12다이메티콘,HAIR CONDITIONING;SKIN CONDITIONING
PEG-12 DIISOSTEARATE,PEG-12 DIISOSTEARATE,피이지-12다이아이소스테아레이트,SURFACTANT - EMULSIFYING
PEG-14 LAURATE,PEG-14 LAURATE,피이지-32라우레이트,SURFACTANT - EMULSIFYING
PEG-15/LAURYL DIMETHICONE CROSSPOLYMER,PEG-15/LAURYL DIMETHICONE CROSSPOLYMER,피이지-15/라우릴다이메티콘크로스폴리머,LIGHT STABILIZER;VISCOSITY CONTROLLING
PEG-150 PENTAERYTHRITYL TETRASTEARATE,PEG-150 PENTAERYTHRITYL TETRASTEARATE,피이지-150펜타에리스리틸테트라스테아레이트,SURFACTANT - EMULSIFYING
PEG-22/DODECYL GLYCOL COPOLYMER,PEG-22/DODECYL GLYCOL COPOLYMER,피이지-45/도데실글라이콜코폴리머,SURFACTANT - EMULSIFYING;LIGHT STABILIZER
PEG-120 DISTEARATE,PEG-120 DISTEARATE,피이지-40다이스테아레이트,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
PEG-75 SHEA BUTTER GLYCERIDES,PEG-75 SHEA BUTTER GLYCERIDES,피이지-75시어버터글리세라이즈,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
PEG-8 CAPRYLIC/CAPRIC GLYCERIDES,PEG-8 CAPRYLIC/CAPRIC GLYCERIDES,피이지-8카프릴릭/카프릭글리세라이즈,SURFACTANT - EMULSIFYING
PEG/PPG-14/7 DIMETHYL ETHER,PEG/PPG-14/7 DIMETHYL ETHER,피이지/피피지-9/2다이메틸에터,SKIN CONDITIONING
PHYTANTRIOL,PHYTANTRIOL,피탄트라이올,HUMECTANT
PPG-10 METHYL GLUCOSE ETHER,PPG-10 METHYL GLUCOSE ETHER,피피지-10메틸글루코오스에터,HAIR CONDITIONING;SKIN CONDITIONING
PPG-120 BUTYL ETHER,PPG-120 BUTYL ETHER,피피지-90부틸에터,HAIR CONDITIONING
PPG-14 POLYGLYCERYL-2 ETHER,PPG-14 POLYGLYCERYL-2 ETHER,피피지-14폴리글리세릴-2에터,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
HYDROGENATED VEGETABLE GLYCERIDES CITRATE,HYDROGENATED VEGETABLE GLYCERIDES CITRATE,하이드로제네이티드식물성글리세라이즈시트레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;SKIN CONDITIONING;LIGHT STABILIZER
HYDROGENATED OLIVE OIL,HYDROGENATED OLIVE OIL,하이드로제네이티드올리브오일,SKIN CONDITIONING;VISCOSITY CONTROLLING
HYDROGENATED PALM KERNEL OIL,HYDROGENATED PALM KERNEL OIL,하이드로제네이티드팜커넬오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
HYDROCHLORIC ACID,HYDROCHLORIC ACID,하이드로클로릭애씨드,BUFFERING
HYDROXYPROPYL TETRAHYDROPYRANTRIOL,HYDROXYPROPYL TETRAHYDROPYRANTRIOL,하이드록시프로필테트라하이드로피란트라이올,SKIN CONDITIONING
HYDROLYZED ROYAL JELLY PROTEIN,HYDROLYZED ROYAL JELLY PROTEIN,하이드롤라이즈드로얄젤리단백질,SKIN CONDITIONING
HYDROLYZED CORAL,HYDROLYZED CORAL,하이드롤라이즈드산호,SKIN CONDITIONING
HYDROLYZED LINSEED EXTRACT,HYDROLYZED LINSEED EXTRACT,하이드롤라이즈드아마추출물,SKIN CONDITIONING
HYDROLYZED CALCIUM HYALURONATE,HYDROLYZED CALCIUM HYALURONATE,하이드롤라이즈드칼슘하이알루로네이트,SKIN CONDITIONING
HYDROLYZED CHITOSAN,HYDROLYZED CHITOSAN,하이드롤라이즈드키토산,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING
HYDROLYZED RYE PHYTOPLACENTA EXTRACT,HYDROLYZED RYE PHYTOPLACENTA EXTRACT,하이드롤라이즈드호밀피토플라센타추출물,SKIN CONDITIONING
HELIANTHUS ANNUUS SPROUT EXTRACT,HELIANTHUS ANNUUS SPROUT EXTRACT,해바라기싹추출물,SKIN CONDITIONING
HELIANTHUS ANNUUS EXTRACT,HELIANTHUS ANNUUS EXTRACT,해바라기추출물,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING
HOVENIA DULCIS FRUIT EXTRACT,HOVENIA DULCIS FRUIT EXTRACT,헛개나무열매추출물,SKIN CONDITIONING
HESPERIDIN,HESPERIDIN,헤스페리딘,SKIN CONDITIONING - EMOLLIENT
HEXAPEPTIDE-61 DIMER,HEXAPEPTIDE-61 DIMER,헥사펩타이드-61다이머,SKIN CONDITIONING
HEXANEDIOL,HEXANEDIOL,헥산다이올,SOLVENT
HEXENYL ACETATE,HEXENYL ACETATE,헥세닐아세테이트,FRAGRANCE;PERFUMING;FLAVOURING
HEXYLDECYL MYRISTOYL METHYLAMINOPROPIONATE,HEXYLDECYL MYRISTOYL METHYLAMINOPROPIONATE,헥실데실미리스토일메틸아미노프로피오네이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
HEXYL LAURATE,HEXYL LAURATE,헥실라우레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
HONOKIOL,HONOKIOL,호노키올,ANTIOXIDANT;BLEACHING;SKIN CONDITIONING
HOMOSALATE,HOMOSALATE,호모살레이트,FRAGRANCE;UV ABSORBER;UV FILTER
JOJOBA ALCOHOL,JOJOBA ALCOHOL,호호바알코올,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;VISCOSITY CONTROLLING
GLYCERYL STEARATES,GLYCERYL STEARATES,혼합글리세릴스테아레이트,SKIN CONDITIONING - EMOLLIENT
MICHELIA ALBA FLOWER EXTRACT,MICHELIA ALBA FLOWER EXTRACT,화이트참파카꽃오일,SKIN CONDITIONING
POPULUS TREMULOIDES BARK EXTRACT,POPULUS TREMULOIDES BARK EXTRACT,화이트포플러껍질추출물,ANTI-SEBUM;SKIN CONDITIONING
DEFINED CELL CULTURE MEDIA 9,DEFINED CELL CULTURE MEDIA 9,확정세포배양액9,SKIN CONDITIONING
ARTEMISIA ARGYI LEAF OIL,ARTEMISIA ARGYI LEAF OIL,황해쑥잎오일,FRAGRANCE
FOENICULUM VULGARE LEAF EXTRACT,FOENICULUM VULGARE LEAF EXTRACT,회향잎추출물,HUMECTANT
SACCHAROMYCES/HEXAPEPTIDE-11 FERMENT FILTRATE EXTRACT,SACCHAROMYCES/HEXAPEPTIDE-11 FERMENT FILTRATE EXTRACT,효모/헥사펩타이드-11발효여과추출물,SKIN CONDITIONING
YEAST BETA-GLUCAN,YEAST BETA-GLUCAN,효모베타-글루칸,FILM FORMING;VISCOSITY CONTROLLING;SKIN CONDITIONING - MISCELLANEOUS
SALIX ALBA BARK WATER,SALIX ALBA BARK WATER,흰버드나무껍질수,ASTRINGENT;SKIN CONDITIONING;SOOTHING;TONIC
CALLUNA VULGARIS FLOWER EXTRACT,CALLUNA VULGARIS FLOWER EXTRACT,히더추출물,SKIN CONDITIONING
HISTIDINE HCL,HISTIDINE HCL,히스티딘에이치씨엘,HAIR CONDITIONING;SKIN CONDITIONING
"1,10-DECANEDIOL","1,10-DECANEDIOL","1,10-데칸다이올",SOLVENT
"2,6-DIMETHYL-7-OCTEN-2-OL","2,6-DIMETHYL-7-OCTEN-2-OL","2,6-다이메틸-7-옥텐-2-올",FRAGRANCE;PERFUMING
2-MERCAPTONICOTINOYL GLYCINE,2-MERCAPTONICOTINOYL GLYCINE,2-머캅토니코티노일글라이신,SKIN CONDITIONING - MISCELLANEOUS
2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,2-카프릴로일카프릴로일메틸알라니네이트,ANTI-SEBUM;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING;SKIN PROTECTING
C12-13 ALKETH-9,C12-13 ALKETH-9,C12-13알케스-5,SURFACTANT - EMULSIFYING
C12-14 ISOPARAFFIN,C12-14 ISOPARAFFIN,C12-14아이소알케인,SOLVENT
C12-20 ACID PEG-8 ESTER,C12-20 ACID PEG-8 ESTER,C12-20애씨드피이지-8에스터,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
C14-28 ALKYL ACID,C14-28 ALKYL ACID,C14-28알킬애씨드,HAIR CONDITIONING
GALACTOSE,GALACTOSE,갈락토오스,SKIN CONDITIONING
GALACTOOLIGOSACCHARIDES,GALACTOOLIGOSACCHARIDES,갈락토올리고사카라이즈,HUMECTANT;SKIN CONDITIONING
ALPINIA GALANGA LEAF EXTRACT,ALPINIA GALANGA LEAF EXTRACT,갈랑가갈랑갈잎추출물,SKIN CONDITIONING
ALPINIA GALANGA EXTRACT,ALPINIA GALANGA EXTRACT,갈랑가갈랑갈추출물,SKIN CONDITIONING
GALLOYL TRIPEPTIDE-48,GALLOYL TRIPEPTIDE-48,갈로일트라이펩타이드-48,ANTIOXIDANT;SKIN PROTECTING
GALLIC ACID,GALLIC ACID,갈릭애씨드,ANTIOXIDANT
SOLANUM TUBEROSUM CALLUS CULTURE EXTRACT,SOLANUM TUBEROSUM CALLUS CULTURE EXTRACT,감자껍질추출물,SKIN CONDITIONING
PSORALEA CORYLIFOLIA FRUIT EXTRACT,PSORALEA CORYLIFOLIA FRUIT EXTRACT,개암풀열매추출물,SKIN CONDITIONING;TONIC
RHUS SUCCEDANEA FRUIT CERA,RHUS SUCCEDANEA FRUIT CERA,검양옻나무열매왁스,BINDING;SKIN CONDITIONING - EMOLLIENT;VISCOSITY CONTROLLING
VISCUM ALBUM FRUIT EXTRACT,VISCUM ALBUM FRUIT EXTRACT,겨우살이열매추출물,SOOTHING
HYDRASTIS CANADENSIS POWDER,HYDRASTIS CANADENSIS POWDER,골든실가루,SKIN CONDITIONING
ANGELICA DAHURICA ROOT EXTRACT,ANGELICA DAHURICA ROOT EXTRACT,구릿대뿌리추출물,SKIN CONDITIONING
AGARUM CRIBROSUM EXTRACT,AGARUM CRIBROSUM EXTRACT,구멍쇠미역추출물,SKIN CONDITIONING
GUANOSINE,GUANOSINE,구아노신,OPACIFYING;SKIN CONDITIONING
CI 75170,CI 75170,구아닌,COLORANT
CHRYSANTHEMUM SIBIRICUM EXTRACT,CHRYSANTHEMUM SIBIRICUM EXTRACT,구절초추출물,ANTIMICROBIAL;SKIN CONDITIONING
PINUS SYLVESTRIS CONE EXTRACT,PINUS SYLVESTRIS CONE EXTRACT,구주소나무솔방울추출물,FRAGRANCE;PERFUMING
ILEX AQUIFOLIUM FLOWER EXTRACT,ILEX AQUIFOLIUM FLOWER EXTRACT,구주호랑가시꽃추출물,SKIN CONDITIONING
OYSTER SHELL EXTRACT,OYSTER SHELL EXTRACT,굴껍질추출물,NOT REPORTED
PLATYCARYA STROBILACEA EXTRACT,PLATYCARYA STROBILACEA EXTRACT,굴피나무추출물,SKIN CONDITIONING
AVENA SATIVA KERNEL PROTEIN,AVENA SATIVA KERNEL PROTEIN,귀리커넬단백질,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING
DIATOMACEOUS EARTH,DIATOMACEOUS EARTH,규조토,ABRASIVE;ANTICAKING;BULKING;OPACIFYING
CITRUS UNSHIU FRUIT OIL,CITRUS UNSHIU FRUIT OIL,귤오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
CITRUS UNSHIU FRUIT EXTRACT,CITRUS UNSHIU FRUIT EXTRACT,귤추출물,ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT;HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING
GRAPHENE OXIDE,GRAPHENE OXIDE,그래핀옥사이드,ANTIOXIDANT;HUMECTANT;SKIN CONDITIONING
GLYOXAL,GLYOXAL,글라이옥살,ANTIMICROBIAL;PERFUMING
GLYCOL,GLYCOL,에칠렌글라이콜,HUMECTANT;SOLVENT;VISCOSITY CONTROLLING
GLOBULARIA ALYPUM LEAF EXTRACT,GLOBULARIA ALYPUM LEAF EXTRACT,글로불라리아 알리품잎추출물,SKIN CONDITIONING
GLUCOSYL CERAMIDE,GLUCOSYL CERAMIDE,글루코실세라마이드,SKIN CONDITIONING
GLUCOSE OXIDASE,GLUCOSE OXIDASE,글루코오스옥시다아제,LIGHT STABILIZER
GLYCERYLAMIDOETHYL METHACRYLATE/STEARYL METHACRYLATE COPOLYMER,GLYCERYLAMIDOETHYL METHACRYLATE/STEARYL METHACRYLATE COPOLYMER,글리세릴아미도에틸메타크릴레이트/스테아릴메타크릴레이트코폴리머,FILM FORMING;HUMECTANT
GLYCERYL ETHYLHEXANOATE/STEARATE/ADIPATE,GLYCERYL ETHYLHEXANOATE/STEARATE/ADIPATE,글리세릴에틸헥사노에이트/스테아레이트/아디페이트,SKIN CONDITIONING - EMOLLIENT
SCIADOPITYS VERTICILLATA ROOT EXTRACT,SCIADOPITYS VERTICILLATA ROOT EXTRACT,금송뿌리추출물,ANTI-SEBORRHEIC;ANTIMICROBIAL;ANTISTATIC;SKIN CONDITIONING
ROSA LAEVIGATA FRUIT EXTRACT,ROSA LAEVIGATA FRUIT EXTRACT,금앵자추출물,SKIN CONDITIONING
CYPERUS ESCULENTUS ROOT OIL,CYPERUS ESCULENTUS ROOT OIL,기름골뿌리오일,FRAGRANCE
PHYSALIS ALKEKENGI FRUIT EXTRACT,PHYSALIS ALKEKENGI FRUIT EXTRACT,꽈리꽃받침추출물,SKIN CONDITIONING
NARINGENIN,NARINGENIN,나린제닌,SKIN CONDITIONING
EVERNIA FURFURACEA EXTRACT,EVERNIA FURFURACEA EXTRACT,나무이끼추출물,PERFUMING
CEREUS GRANDIFLORUS EXTRACT,CEREUS GRANDIFLORUS EXTRACT,나이트블루밍세레우스추출물,ANTIOXIDANT;ASTRINGENT;HAIR CONDITIONING;SKIN CONDITIONING
ORCHID EXTRACT,ORCHID EXTRACT,난추출물,SKIN CONDITIONING
TRIBULUS TERRESTRIS FRUIT EXTRACT,TRIBULUS TERRESTRIS FRUIT EXTRACT,남가새열매추출물,SKIN CONDITIONING
VERONICASTRUM SIBIRICUM EXTRACT,VERONICASTRUM SIBIRICUM EXTRACT,냉초추출물,HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING
NEORUSCOGENIN,NEORUSCOGENIN,네오루스코제닌,SKIN CONDITIONING
NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE,NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE,네오펜틸글라이콜다이카프릴레이트/다이카프레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
MORINDA CITRIFOLIA FRUIT JUICE,MORINDA CITRIFOLIA FRUIT JUICE,노니열매즙,SKIN CONDITIONING
AMOMUM XANTHIOIDES SEED EXTRACT,AMOMUM XANTHIOIDES SEED EXTRACT,녹각사씨추출물,SKIN CONDITIONING
CI 42053,CI 42053,녹색3호,COLORANT
VELVET EXTRACT,VELVET EXTRACT,녹용추출물,HUMECTANT;SKIN CONDITIONING
RHODOCHROSITE EXTRACT,RHODOCHROSITE EXTRACT,능망간석추출물,ANTIOXIDANT;SKIN CONDITIONING;SKIN PROTECTING
NICOTIANA BENTHAMIANA OCTAPEPTIDE-30 SH-OLIGOPEPTIDE-2,NICOTIANA BENTHAMIANA OCTAPEPTIDE-30 SH-OLIGOPEPTIDE-2,니코티아나 벤타미아나옥타펩타이드-30에스에이치-올리고펩타이드-2,HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS
NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-OLIGOPEPTIDE-1,NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-OLIGOPEPTIDE-1,니코티아나 벤타미아나헥사펩타이드-40에스에이치-올리고펩타이드-1,SKIN CONDITIONING - MISCELLANEOUS
NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-POLYPEPTIDE-76,NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-POLYPEPTIDE-76,니코티아나 벤타미아나헥사펩타이드-40에스에이치-폴리펩타이드-76,SKIN CONDITIONING
LAMINARIA JAPONICA POWDER,LAMINARIA JAPONICA POWDER,다시마가루,SKIN CONDITIONING
DI-C12-15 ALKYL FUMARATE,DI-C12-15 ALKYL FUMARATE,다이-C12-15알킬푸마레이트,SKIN CONDITIONING - EMOLLIENT;SOLVENT
DIGALLOYL TETRAPEPTIDE-19,DIGALLOYL TETRAPEPTIDE-19,다이갈로일테트라펩타이드-19,ANTIOXIDANT;CHELATING;SKIN PROTECTING
DILAURAMIDO ISOPROPANOL,DILAURAMIDO ISOPROPANOL,다이라우라미도아이소프로판올,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - HUMECTANT
DIMETHOXYTOLYL PROPYLRESORCINOL,DIMETHOXYTOLYL PROPYLRESORCINOL,다이메톡시톨릴프로필레조시놀,ANTIOXIDANT;SKIN CONDITIONING
DIMETHICONE/PHENYL VINYL DIMETHICONE CROSSPOLYMER,DIMETHICONE/PHENYL VINYL DIMETHICONE CROSSPOLYMER,다이메티콘/페닐비닐다이메티콘크로스폴리머,VISCOSITY CONTROLLING
DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER,DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER,다이메티콘/폴리글리세린-3크로스폴리머,CLEANSING;SURFACTANT - EMULSIFYING;SKIN CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
DIMETHICONE CROSSPOLYMER-3,DIMETHICONE CROSSPOLYMER-3,다이메티콘크로스폴리머-3,SKIN CONDITIONING
DIVINYLDIMETHICONE/DIMETHICONE COPOLYMER,DIVINYLDIMETHICONE/DIMETHICONE COPOLYMER,다이비닐다이메티콘/다이메티콘코폴리머,FILM FORMING;HAIR CONDITIONING
DICETYL PHOSPHATE,DICETYL PHOSPHATE,다이세틸포스페이트,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
DISODIUM LAURIMINODIPROPIONATE TOCOPHERYL PHOSPHATES,DISODIUM LAURIMINODIPROPIONATE TOCOPHERYL PHOSPHATES,다이소듐라우리미노다이프로피오네이트토코페릴포스페이트,ANTISTATIC;CLEANSING;FOAMING;HAIR CONDITIONING;HAIR FIXING;SKIN CONDITIONING;SURFACTANT - CLEANSING
DISODIUM ACETYL GLUCOSAMINE PHOSPHATE,DISODIUM ACETYL GLUCOSAMINE PHOSPHATE,다이소듐아세틸글루코사민포스페이트,SKIN CONDITIONING
DISODIUM ASCORBYL SULFATE,DISODIUM ASCORBYL SULFATE,다이소듐아스코빌설페이트,ANTIOXIDANT
DISTEARYL PHTHALIC ACID AMIDE,DISTEARYL PHTHALIC ACID AMIDE,다이스테아릴프탈릭애씨드아마이드,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
DISILOXANE,DISILOXANE,다이실록세인,ANTIFOAMING;SKIN CONDITIONING - MISCELLANEOUS
DIISOSTEAROYL POLYGLYCERYL-3 DIMER DILINOLEATE,DIISOSTEAROYL POLYGLYCERYL-3 DIMER DILINOLEATE,다이아이소스테아로일폴리글리세릴-3다이머다이리놀리에이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
DIETHYLHEXYL SUCCINATE,DIETHYLHEXYL SUCCINATE,다이에틸헥실석시네이트,SKIN CONDITIONING - EMOLLIENT;FILM FORMING;PLASTICISER;SKIN CONDITIONING;SOLVENT
DICOCODIMONIUM CHLORIDE,DICOCODIMONIUM CHLORIDE,다이코코다이모늄클로라이드,ANTISTATIC;SURFACTANT - EMULSIFYING;HAIR CONDITIONING;SURFACTANT - CLEANSING
BROUSSONETIA KAZINOKI BARK EXTRACT,BROUSSONETIA KAZINOKI BARK EXTRACT,닥나무껍질추출물,SKIN CONDITIONING
ABELMOSCHUS MANIHOT FLOWER EXTRACT,ABELMOSCHUS MANIHOT FLOWER EXTRACT,닥풀꽃추출물,SKIN CONDITIONING
EVENING PRIMROSE OIL/PALM OIL AMINOPROPANEDIOL ESTERS,EVENING PRIMROSE OIL/PALM OIL AMINOPROPANEDIOL ESTERS,달맞이꽃오일/팜오일아미노프로판다이올에스터,SKIN CONDITIONING
DAUCUS CAROTA SATIVA ROOT POWDER,DAUCUS CAROTA SATIVA ROOT POWDER,당근가루,SKIN CONDITIONING
ULMUS CAMPESTRIS BARK EXTRACT,ULMUS CAMPESTRIS BARK EXTRACT,당느릅나무껍질추출물,ASTRINGENT;SKIN CONDITIONING
MOLASSES EXTRACT,MOLASSES EXTRACT,당밀추출물,SKIN CONDITIONING
ZIZIPHUS JUJUBA SEED EXTRACT,ZIZIPHUS JUJUBA SEED EXTRACT,대추나무씨추출물,SKIN CONDITIONING
PHOENIX DACTYLIFERA SEED EXTRACT,PHOENIX DACTYLIFERA SEED EXTRACT,글루코사민아스코베이트,MOISTURISING;SKIN CONDITIONING
ARTEMISIA GMELINII EXTRACT,ARTEMISIA GMELINII EXTRACT,더위지기추출물,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING
XANTHIUM STRUMARIUM FRUIT EXTRACT,XANTHIUM STRUMARIUM FRUIT EXTRACT,도꼬마리열매추출물,SKIN CONDITIONING
DODECYL GALLATE,DODECYL GALLATE,도데실갈레이트,ANTIOXIDANT
BENINCASA CERIFERA SEED EXTRACT,BENINCASA CERIFERA SEED EXTRACT,동아씨추출물,SKIN CONDITIONING
CITRUS MADURENSIS FRUIT JUICE,CITRUS MADURENSIS FRUIT JUICE,둥근금감열매즙,SKIN CONDITIONING
FUMARIA OFFICINALIS EXTRACT,FUMARIA OFFICINALIS EXTRACT,둥근빗살현호색추출물,SKIN CONDITIONING
CI 15510,CI 15510,등색205호,COLORANT
DENATONIUM BENZOATE,DENATONIUM BENZOATE,디나토늄벤조에이트,DENATURANT;FRAGRANCE
DISODIUM EDTA-COPPER,DISODIUM EDTA-COPPER,디소듐이디티에이-카퍼,ASTRINGENT;CHELATING
DICTYOPTERIS POLYPODIOIDES EXTRACT,DICTYOPTERIS POLYPODIOIDES EXTRACT,딕튀옵테리스 폴리포디오이데스추출물,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
STYRAX JAPONICUS BRANCH/FRUIT/LEAF EXTRACT,STYRAX JAPONICUS BRANCH/FRUIT/LEAF EXTRACT,때죽나무가지/열매/잎추출물,SKIN CONDITIONING
LANOLIN,LANOLIN,라놀린,ANTISTATIC;SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING
CISTUS LADANIFERUS FLOWER CERA,CISTUS LADANIFERUS FLOWER CERA,라다넘잔가지추출물,SKIN PROTECTING
PINUS RADIATA BARK EXTRACT,PINUS RADIATA BARK EXTRACT,라디아타소나무껍질추출물,ANTIOXIDANT
LAURAMIDE MIPA,LAURAMIDE MIPA,라우라마이드미파,ANTISTATIC;SURFACTANT - FOAM BOOSTING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
LAURETH-1 PHOSPHATE,LAURETH-1 PHOSPHATE,라우레스-1포스페이트,SURFACTANT - CLEANSING
LAURYL METHYL GLUCETH-10 HYDROXYPROPYLDIMONIUM CHLORIDE,LAURYL METHYL GLUCETH-10 HYDROXYPROPYLDIMONIUM CHLORIDE,라우릴메틸글루세스-10하이드록시프로필다이모늄클로라이드,ANTISTATIC;HAIR CONDITIONING
LAURYL PEG/PPG-18/18 METHICONE,LAURYL PEG/PPG-18/18 METHICONE,라우릴피이지/피피지-18/18메티콘,SKIN CONDITIONING
RHIZOBIAN GUM,RHIZOBIAN GUM,라이조비안검,FILM FORMING;HAIR FIXING;PLASTICISER;VISCOSITY CONTROLLING
CI 75125,CI 75125,라이코펜,COLORANT
LACTOBACILLUS/PHASEOLUS RADIATUS SEED FERMENT FILTRATE,LACTOBACILLUS/PHASEOLUS RADIATUS SEED FERMENT FILTRATE,락토바실러스/녹두씨발효여과물,SKIN CONDITIONING
LACTOBACILLUS/RICE FERMENT FILTRATE,LACTOBACILLUS/RICE FERMENT FILTRATE,락토바실러스/벼발효여과물,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING
LACTOBACILLUS/ASPERGILLUS/PRUNUS MUME FRUIT FERMENT FILTRATE,LACTOBACILLUS/ASPERGILLUS/PRUNUS MUME FRUIT FERMENT FILTRATE,락토바실러스/아스퍼질러스/매실나무열매발효여과물,SKIN CONDITIONING
LACTOBACILLUS/ERIODICTYON CALIFORNICUM FERMENT EXTRACT,LACTOBACILLUS/ERIODICTYON CALIFORNICUM FERMENT EXTRACT,락토바실러스/여바산타발효추출물,SKIN CONDITIONING
LACTOBACILLUS/NELUMBO NUCIFERA SEED FERMENT FILTRATE,LACTOBACILLUS/NELUMBO NUCIFERA SEED FERMENT FILTRATE,락토바실러스/연꽃씨발효여과물,BLEACHING;SKIN CONDITIONING
LACTOBACILLUS/ALGAE EXTRACT FERMENT,LACTOBACILLUS/ALGAE EXTRACT FERMENT,락토바실러스/조류추출발효물,NOT REPORTED
LACTOBACILLUS/COLLAGEN FERMENT FILTRATE,LACTOBACILLUS/COLLAGEN FERMENT FILTRATE,락토바실러스/콜라겐발효여과물,HUMECTANT
LACTOBACILLUS/PROPOLIS FERMENT FILTRATE,LACTOBACILLUS/PROPOLIS FERMENT FILTRATE,락토바실러스/프로폴리스발효여과물,SKIN CONDITIONING - MISCELLANEOUS
LACTOBACILLUS FERMENT FILTRATE,LACTOBACILLUS FERMENT FILTRATE,락토바실러스발효여과물,SKIN CONDITIONING
LACTOSE,LACTOSE,락토오스,HUMECTANT;SKIN CONDITIONING
LACTOCOCCUS/PHASEOLUS RADIATUS SEED EXTRACT FERMENT FILTRATE,LACTOCOCCUS/PHASEOLUS RADIATUS SEED EXTRACT FERMENT FILTRATE,락토코쿠스/녹두추출물발효여과물,ANTI-SEBORRHEIC;ANTIMICROBIAL;ANTI-SEBUM;HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS
LACTOCOCCUS/MILK FERMENT LYSATE,LACTOCOCCUS/MILK FERMENT LYSATE,락토코쿠스/우유발효용해물,NOT REPORTED
HORSERADISH PEROXIDASE,HORSERADISH PEROXIDASE,소이빈퍼옥시다아제,SKIN CONDITIONING
RABDOSIA RUBESCENS EXTRACT,RABDOSIA RUBESCENS EXTRACT,랍도시아 루베스켄스추출물,SKIN CONDITIONING
